Time - u2	Amplitude - u2	Time - f2	Amplitude - f2	
93,4	7	93,4	1,26	
93,5	7	93,5	1,267	
93,6	7	93,6	1,274	
93,7	7	93,7	1,28	
93,8	7	93,8	1,286	
93,9	7	93,9	1,292	
94	7	94	1,297	
94,1	7	94,1	1,302	
94,2	7	94,2	1,307	
94,3	7	94,3	1,312	
94,4	7	94,4	1,316	
94,5	7	94,5	1,32	
94,6	7	94,6	1,324	
94,7	7	94,7	1,328	
94,8	7	94,8	1,332	
94,9	7	94,9	1,335	
95	7	95	1,338	
95,1	7	95,1	1,342	
95,2	7	95,2	1,344	
95,3	7	95,3	1,347	
95,4	7	95,4	1,35	
95,5	7	95,5	1,352	
95,6	7	95,6	1,355	
95,7	7	95,7	1,357	
95,8	7	95,8	1,359	
95,9	7	95,9	1,361	
96	7	96	1,363	
96,1	7	96,1	1,365	
96,2	7	96,2	1,367	
96,3	7	96,3	1,368	
96,4	7	96,4	1,37	
96,5	7	96,5	1,371	
96,6	7	96,6	1,373	
96,7	7	96,7	1,374	
96,8	7	96,8	1,376	
96,9	7	96,9	1,377	
97	7	97	1,378	
97,1	7	97,1	1,379	
97,2	7	97,2	1,38	
97,3	7	97,3	1,381	
97,4	7	97,4	1,382	
97,5	7	97,5	1,383	
97,6	7	97,6	1,384	
97,7	7	97,7	1,385	
97,8	7	97,8	1,385	
97,9	7	97,9	1,386	
98	7	98	1,387	
98,1	7	98,1	1,387	
98,2	7	98,2	1,388	
98,3	7	98,3	1,389	
98,4	7	98,4	1,389	
98,5	7	98,5	1,39	
98,6	7	98,6	1,39	
98,7	7	98,7	1,391	
98,8	7	98,8	1,391	
98,9	7	98,9	1,392	
99	7	99	1,392	
99,1	7	99,1	1,392	
99,2	7	99,2	1,393	
99,3	7	99,3	1,393	
99,4	7	99,4	1,394	
99,5	7	99,5	1,394	
99,6	7	99,6	1,394	
99,7	7	99,7	1,394	
99,8	7	99,8	1,395	
99,9	7	99,9	1,395	
100	7	100	1,395	
100,1	7	100,1	1,396	
100,2	7	100,2	1,396	
100,3	7	100,3	1,396	
100,4	7	100,4	1,396	
100,5	7	100,5	1,396	
100,6	7	100,6	1,397	
100,7	7	100,7	1,397	
100,8	7	100,8	1,397	
100,9	7	100,9	1,397	
101	7	101	1,397	
101,1	7	101,1	1,397	
101,2	7	101,2	1,397	
101,3	7	101,3	1,398	
101,4	7	101,4	1,398	
101,5	7	101,5	1,398	
101,6	7	101,6	1,398	
101,7	7	101,7	1,398	
101,8	7	101,8	1,398	
101,9	7	101,9	1,398	
102	7	102	1,398	
102,1	7	102,1	1,398	
102,2	7	102,2	1,398	
102,3	7	102,3	1,399	
102,4	7	102,4	1,399	
102,5	7	102,5	1,399	
102,6	7	102,6	1,399	
102,7	7	102,7	1,399	
102,8	7	102,8	1,399	
102,9	7	102,9	1,399	
103	7	103	1,399	
103,1	7	103,1	1,399	
103,2	7	103,2	1,399	
103,3	7	103,3	1,399	
103,4	7	103,4	1,399	
103,5	7	103,5	1,399	
103,6	7	103,6	1,399	
103,7	7	103,7	1,399	
103,8	7	103,8	1,399	
103,9	7	103,9	1,399	
104	7	104	1,399	
104,1	7	104,1	1,399	
104,2	7	104,2	1,399	
104,3	7	104,3	1,399	
104,4	7	104,4	1,4	
104,5	7	104,5	1,4	
104,6	7	104,6	1,4	
104,7	7	104,7	1,4	
104,8	7	104,8	1,4	
104,9	7	104,9	1,4	
105	7	105	1,4	
105,1	7	105,1	1,4	
105,2	7	105,2	1,4	
105,3	7	105,3	1,4	
105,4	7	105,4	1,4	
105,5	7	105,5	1,4	
105,6	7	105,6	1,4	
105,7	7	105,7	1,4	
105,8	7	105,8	1,4	
105,9	7	105,9	1,4	
106	7	106	1,4	
106,1	7	106,1	1,4	
106,2	7	106,2	1,4	
106,3	7	106,3	1,4	
106,4	7	106,4	1,4	
106,5	7	106,5	1,4	
106,6	7	106,6	1,4	
106,7	7	106,7	1,4	
106,8	7	106,8	1,4	
106,9	7	106,9	1,4	
107	7	107	1,4	
107,1	7	107,1	1,4	
107,2	7	107,2	1,4	
107,3	7	107,3	1,4	
107,4	7	107,4	1,4	
107,5	7	107,5	1,4	
107,6	7	107,6	1,4	
107,7	7	107,7	1,4	
107,8	7	107,8	1,4	
107,9	7	107,9	1,4	
108	7	108	1,4	
108,1	7	108,1	1,4	
108,2	7	108,2	1,4	
108,3	7	108,3	1,4	
108,4	7	108,4	1,4	
108,5	7	108,5	1,4	
108,6	7	108,6	1,4	
108,7	7	108,7	1,4	
108,8	7	108,8	1,4	
108,9	7	108,9	1,4	
109	7	109	1,4	
109,1	7	109,1	1,4	
109,2	7	109,2	1,4	
109,3	7	109,3	1,4	
109,4	7	109,4	1,4	
109,5	7	109,5	1,4	
109,6	7	109,6	1,4	
109,7	7	109,7	1,4	
109,8	7	109,8	1,4	
109,9	7	109,9	1,4	
110	7	110	1,4	
110,1	7	110,1	1,4	
110,2	7	110,2	1,4	
110,3	7	110,3	1,4	
110,4	7	110,4	1,4	
110,5	7	110,5	1,4	
110,6	7	110,6	1,4	
110,7	7	110,7	1,4	
110,8	7	110,8	1,4	
110,9	7	110,9	1,4	
111	7	111	1,4	
111,1	7	111,1	1,4	
111,2	7	111,2	1,4	
111,3	7	111,3	1,4	
111,4	7	111,4	1,4	
111,5	7	111,5	1,4	
111,6	7	111,6	1,4	
111,7	7	111,7	1,4	
111,8	7	111,8	1,4	
111,9	7	111,9	1,4	
112	7	112	1,4	
112,1	7	112,1	1,4	
112,2	7	112,2	1,4	
112,3	7	112,3	1,4	
112,4	7	112,4	1,4	
112,5	7	112,5	1,4	
112,6	7	112,6	1,4	
112,7	7	112,7	1,4	
112,8	7	112,8	1,4	
112,9	7	112,9	1,4	
113	7	113	1,4	
113,1	7	113,1	1,4	
113,2	7	113,2	1,4	
113,3	7	113,3	1,4	
113,4	7	113,4	1,4	
113,5	7	113,5	1,4	
113,6	7	113,6	1,4	
113,7	7	113,7	1,4	
113,8	7	113,8	1,4	
113,9	7	113,9	1,4	
114	7	114	1,4	
114,1	7	114,1	1,4	
114,2	7	114,2	1,4	
114,3	7	114,3	1,4	
114,4	7	114,4	1,4	
114,5	7	114,5	1,4	
114,6	7	114,6	1,4	
114,7	7	114,7	1,4	
114,8	7	114,8	1,4	
114,9	7	114,9	1,4	
115	7	115	1,4	
115,1	7	115,1	1,4	
115,2	7	115,2	1,4	
115,3	7	115,3	1,4	
115,4	7	115,4	1,4	
115,5	7	115,5	1,4	
115,6	7	115,6	1,4	
115,7	7	115,7	1,4	
115,8	7	115,8	1,4	
115,9	7	115,9	1,4	
116	7	116	1,4	
116,1	7	116,1	1,4	
116,2	7	116,2	1,4	
116,3	7	116,3	1,4	
116,4	7	116,4	1,4	
116,5	7	116,5	1,4	
116,6	7	116,6	1,4	
116,7	7	116,7	1,4	
116,8	7	116,8	1,4	
116,9	7	116,9	1,4	
117	7	117	1,4	
117,1	7	117,1	1,4	
117,2	7	117,2	1,4	
117,3	7	117,3	1,4	
117,4	7	117,4	1,4	
117,5	7	117,5	1,4	
117,6	7	117,6	1,4	
117,7	7	117,7	1,4	
117,8	7	117,8	1,4	
117,9	7	117,9	1,4	
118	7	118	1,4	
118,1	7	118,1	1,4	
118,2	7	118,2	1,4	
118,3	7	118,3	1,4	
118,4	7	118,4	1,4	
118,5	7	118,5	1,4	
118,6	7	118,6	1,4	
118,7	7	118,7	1,4	
118,8	7	118,8	1,4	
118,9	7	118,9	1,4	
119	7	119	1,4	
119,1	7	119,1	1,4	
119,2	7	119,2	1,4	
119,3	7	119,3	1,4	
119,4	7	119,4	1,4	
119,5	7	119,5	1,4	
119,6	7	119,6	1,4	
119,7	7	119,7	1,4	
119,8	7	119,8	1,4	
119,9	7	119,9	1,4	
120	7	120	1,4	
120,1	7	120,1	1,4	
120,2	7	120,2	1,4	
120,3	7	120,3	1,4	
120,4	7	120,4	1,4	
120,5	7	120,5	1,4	
120,6	7	120,6	1,4	
120,7	7	120,7	1,4	
120,8	7	120,8	1,4	
120,9	7	120,9	1,4	
121	7	121	1,4	
121,1	7	121,1	1,4	
121,2	7	121,2	1,4	
121,3	7	121,3	1,4	
121,4	7	121,4	1,4	
121,5	7	121,5	1,4	
121,6	7	121,6	1,4	
121,7	7	121,7	1,4	
121,8	7	121,8	1,4	
121,9	7	121,9	1,4	
122	7	122	1,4	
122,1	7	122,1	1,4	
122,2	7	122,2	1,4	
122,3	7	122,3	1,4	
122,4	7	122,4	1,4	
122,5	7	122,5	1,4	
122,6	7	122,6	1,4	
122,7	7	122,7	1,4	
122,8	7	122,8	1,4	
122,9	7	122,9	1,4	
123	7	123	1,4	
123,1	7	123,1	1,4	
123,2	7	123,2	1,4	
123,3	7	123,3	1,4	
123,4	7	123,4	1,4	
123,5	7	123,5	1,4	
123,6	7	123,6	1,4	
123,7	7	123,7	1,4	
123,8	7	123,8	1,4	
123,9	7	123,9	1,4	
124	7	124	1,4	
124,1	7	124,1	1,4	
124,2	7	124,2	1,4	
124,3	7	124,3	1,4	
124,4	7	124,4	1,4	
124,5	7	124,5	1,4	
124,6	7	124,6	1,4	
124,7	7	124,7	1,4	
124,8	7	124,8	1,4	
124,9	7	124,9	1,4	
125	7	125	1,4	
125,1	7	125,1	1,4	
125,2	7	125,2	1,4	
125,3	7	125,3	1,4	
125,4	7	125,4	1,4	
125,5	7	125,5	1,4	
125,6	7	125,6	1,4	
125,7	7	125,7	1,4	
125,8	7	125,8	1,4	
125,9	7	125,9	1,4	
126	7	126	1,4	
126,1	7	126,1	1,4	
126,2	7	126,2	1,4	
126,3	7	126,3	1,4	
126,4	7	126,4	1,4	
126,5	7	126,5	1,4	
126,6	7	126,6	1,4	
126,7	7	126,7	1,4	
126,8	7	126,8	1,4	
126,9	7	126,9	1,4	
127	7	127	1,4	
127,1	7	127,1	1,4	
127,2	7	127,2	1,4	
127,3	7	127,3	1,4	
127,4	7	127,4	1,4	
127,5	7	127,5	1,4	
127,6	7	127,6	1,4	
127,7	7	127,7	1,4	
127,8	7	127,8	1,4	
127,9	7	127,9	1,4	
128	7	128	1,4	
128,1	7	128,1	1,4	
128,2	7	128,2	1,4	
128,3	7	128,3	1,4	
128,4	7	128,4	1,4	
128,5	7	128,5	1,4	
128,6	7	128,6	1,4	
128,7	7	128,7	1,4	
128,8	7	128,8	1,4	
128,9	7	128,9	1,4	
129	7	129	1,4	
129,1	7	129,1	1,4	
129,2	7	129,2	1,4	
129,3	7	129,3	1,4	
129,4	7	129,4	1,4	
129,5	7	129,5	1,4	
129,6	7	129,6	1,4	
129,7	7	129,7	1,4	
129,8	7	129,8	1,4	
129,9	7	129,9	1,4	
130	7	130	1,4	
130,1	7	130,1	1,4	
130,2	7	130,2	1,4	
130,3	7	130,3	1,4	
130,4	7	130,4	1,4	
130,5	7	130,5	1,4	
130,6	7	130,6	1,4	
130,7	7	130,7	1,4	
130,8	7	130,8	1,4	
130,9	7	130,9	1,4	
131	7	131	1,4	
131,1	7	131,1	1,4	
131,2	7	131,2	1,4	
131,3	7	131,3	1,4	
131,4	7	131,4	1,4	
131,5	7	131,5	1,4	
131,6	7	131,6	1,4	
131,7	7	131,7	1,4	
131,8	7	131,8	1,4	
131,9	7	131,9	1,4	
132	7	132	1,4	
132,1	7	132,1	1,4	
132,2	7	132,2	1,4	
132,3	7	132,3	1,4	
132,4	7	132,4	1,4	
132,5	7	132,5	1,4	
132,6	7	132,6	1,4	
132,7	7	132,7	1,4	
132,8	7	132,8	1,4	
132,9	7	132,9	1,4	
133	7	133	1,4	
133,1	7	133,1	1,4	
133,2	7	133,2	1,4	
133,3	7	133,3	1,4	
133,4	7	133,4	1,4	
133,5	7	133,5	1,4	
133,6	7	133,6	1,4	
133,7	7	133,7	1,4	
133,8	7	133,8	1,4	
133,9	7	133,9	1,4	
134	7	134	1,4	
134,1	7	134,1	1,4	
134,2	7	134,2	1,4	
134,3	7	134,3	1,4	
134,4	7	134,4	1,4	
134,5	7	134,5	1,4	
134,6	7	134,6	1,4	
134,7	7	134,7	1,4	
134,8	7	134,8	1,4	
134,9	7	134,9	1,4	
135	3	135	1,4	
135,1	3	135,1	1,36	
135,2	3	135,2	1,322	
135,3	3	135,3	1,286	
135,4	3	135,4	1,252	
135,5	3	135,5	1,219	
135,6	3	135,6	1,188	
135,7	3	135,7	1,159	
135,8	3	135,8	1,131	
135,9	3	135,9	1,104	
136	3	136	1,079	
136,1	3	136,1	1,055	
136,2	3	136,2	1,032	
136,3	3	136,3	1,011	
136,4	3	136,4	0,9901	
136,5	3	136,5	0,9706	
136,6	3	136,6	0,9521	
136,7	3	136,7	0,9345	
136,8	3	136,8	0,9178	
136,9	3	136,9	0,9019	
137	3	137	0,8868	
137,1	3	137,1	0,8724	
137,2	3	137,2	0,8588	
137,3	3	137,3	0,8459	
137,4	3	137,4	0,8336	
137,5	3	137,5	0,8219	
137,6	3	137,6	0,8108	
137,7	3	137,7	0,8003	
137,8	3	137,8	0,7903	
137,9	3	137,9	0,7807	
138	3	138	0,7717	
138,1	3	138,1	0,7631	
138,2	3	138,2	0,755	
138,3	3	138,3	0,7472	
138,4	3	138,4	0,7399	
138,5	3	138,5	0,7329	
138,6	3	138,6	0,7262	
138,7	3	138,7	0,7199	
138,8	3	138,8	0,7139	
138,9	3	138,9	0,7082	
139	3	139	0,7028	
139,1	3	139,1	0,6977	
139,2	3	139,2	0,6928	
139,3	3	139,3	0,6881	
139,4	3	139,4	0,6837	
139,5	3	139,5	0,6796	
139,6	3	139,6	0,6756	
139,7	3	139,7	0,6718	
139,8	3	139,8	0,6682	
139,9	3	139,9	0,6648	
140	3	140	0,6616	
140,1	3	140,1	0,6585	
140,2	3	140,2	0,6556	
140,3	3	140,3	0,6528	
140,4	3	140,4	0,6501	
140,5	3	140,5	0,6476	
140,6	3	140,6	0,6452	
140,7	3	140,7	0,643	
140,8	3	140,8	0,6408	
140,9	3	140,9	0,6388	
141	3	141	0,6369	
141,1	3	141,1	0,635	
141,2	3	141,2	0,6333	
141,3	3	141,3	0,6316	
141,4	3	141,4	0,63	
141,5	3	141,5	0,6285	
141,6	3	141,6	0,6271	
141,7	3	141,7	0,6257	
141,8	3	141,8	0,6245	
141,9	3	141,9	0,6232	
142	3	142	0,6221	
142,1	3	142,1	0,621	
142,2	3	142,2	0,6199	
142,3	3	142,3	0,6189	
142,4	3	142,4	0,618	
142,5	3	142,5	0,6171	
142,6	3	142,6	0,6162	
142,7	3	142,7	0,6154	
142,8	3	142,8	0,6146	
142,9	3	142,9	0,6139	
143	3	143	0,6132	
143,1	3	143,1	0,6126	
143,2	3	143,2	0,6119	
143,3	3	143,3	0,6113	
143,4	3	143,4	0,6108	
143,5	3	143,5	0,6102	
143,6	3	143,6	0,6097	
143,7	3	143,7	0,6092	
143,8	3	143,8	0,6088	
143,9	3	143,9	0,6083	
144	3	144	0,6079	
144,1	3	144,1	0,6075	
144,2	3	144,2	0,6071	
144,3	3	144,3	0,6068	
144,4	3	144,4	0,6064	
144,5	3	144,5	0,6061	
144,6	3	144,6	0,6058	
144,7	3	144,7	0,6055	
144,8	3	144,8	0,6052	
144,9	3	144,9	0,605	
145	3	145	0,6047	
145,1	3	145,1	0,6045	
145,2	3	145,2	0,6043	
145,3	3	145,3	0,6041	
145,4	3	145,4	0,6039	
145,5	3	145,5	0,6037	
145,6	3	145,6	0,6035	
145,7	3	145,7	0,6033	
145,8	3	145,8	0,6031	
145,9	3	145,9	0,603	
146	3	146	0,6028	
146,1	3	146,1	0,6027	
146,2	3	146,2	0,6026	
146,3	3	146,3	0,6024	
146,4	3	146,4	0,6023	
146,5	3	146,5	0,6022	
146,6	3	146,6	0,6021	
146,7	3	146,7	0,602	
146,8	3	146,8	0,6019	
146,9	3	146,9	0,6018	
147	3	147	0,6017	
147,1	3	147,1	0,6016	
147,2	3	147,2	0,6015	
147,3	3	147,3	0,6015	
147,4	3	147,4	0,6014	
147,5	3	147,5	0,6013	
147,6	3	147,6	0,6012	
147,7	3	147,7	0,6012	
147,8	3	147,8	0,6011	
147,9	3	147,9	0,6011	
148	3	148	0,601	
148,1	3	148,1	0,601	
148,2	3	148,2	0,6009	
148,3	3	148,3	0,6009	
148,4	3	148,4	0,6008	
148,5	3	148,5	0,6008	
148,6	3	148,6	0,6007	
148,7	3	148,7	0,6007	
148,8	3	148,8	0,6007	
148,9	3	148,9	0,6006	
149	3	149	0,6006	
149,1	3	149,1	0,6006	
149,2	3	149,2	0,6005	
149,3	3	149,3	0,6005	
149,4	3	149,4	0,6005	
149,5	3	149,5	0,6005	
149,6	3	149,6	0,6004	
149,7	3	149,7	0,6004	
149,8	3	149,8	0,6004	
149,9	3	149,9	0,6004	
150	3	150	0,6004	
150,1	3	150,1	0,6003	
150,2	3	150,2	0,6003	
150,3	3	150,3	0,6003	
150,4	3	150,4	0,6003	
150,5	3	150,5	0,6003	
150,6	3	150,6	0,6003	
150,7	3	150,7	0,6003	
150,8	3	150,8	0,6002	
150,9	3	150,9	0,6002	
151	3	151	0,6002	
151,1	3	151,1	0,6002	
151,2	3	151,2	0,6002	
151,3	3	151,3	0,6002	
151,4	3	151,4	0,6002	
151,5	3	151,5	0,6002	
151,6	3	151,6	0,6002	
151,7	3	151,7	0,6002	
151,8	3	151,8	0,6001	
151,9	3	151,9	0,6001	
152	3	152	0,6001	
152,1	3	152,1	0,6001	
152,2	3	152,2	0,6001	
152,3	3	152,3	0,6001	
152,4	3	152,4	0,6001	
152,5	3	152,5	0,6001	
152,6	3	152,6	0,6001	
152,7	3	152,7	0,6001	
152,8	3	152,8	0,6001	
152,9	3	152,9	0,6001	
153	3	153	0,6001	
153,1	3	153,1	0,6001	
153,2	3	153,2	0,6001	
153,3	3	153,3	0,6001	
153,4	3	153,4	0,6001	
153,5	3	153,5	0,6001	
153,6	3	153,6	0,6001	
153,7	3	153,7	0,6001	
153,8	3	153,8	0,6001	
153,9	3	153,9	0,6	
154	3	154	0,6	
154,1	3	154,1	0,6	
154,2	3	154,2	0,6	
154,3	3	154,3	0,6	
154,4	3	154,4	0,6	
154,5	3	154,5	0,6	
154,6	3	154,6	0,6	
154,7	3	154,7	0,6	
154,8	3	154,8	0,6	
154,9	3	154,9	0,6	
155	3	155	0,6	
155,1	3	155,1	0,6	
155,2	3	155,2	0,6	
155,3	3	155,3	0,6	
155,4	3	155,4	0,6	
155,5	3	155,5	0,6	
155,6	3	155,6	0,6	
155,7	3	155,7	0,6	
155,8	3	155,8	0,6	
155,9	3	155,9	0,6	
156	3	156	0,6	
156,1	3	156,1	0,6	
156,2	3	156,2	0,6	
156,3	3	156,3	0,6	
156,4	3	156,4	0,6	
156,5	3	156,5	0,6	
156,6	3	156,6	0,6	
156,7	3	156,7	0,6	
156,8	3	156,8	0,6	
156,9	3	156,9	0,6	
157	3	157	0,6	
157,1	3	157,1	0,6	
157,2	3	157,2	0,6	
157,3	3	157,3	0,6	
157,4	3	157,4	0,6	
157,5	3	157,5	0,6	
157,6	3	157,6	0,6	
157,7	3	157,7	0,6	
157,8	3	157,8	0,6	
157,9	3	157,9	0,6	
158	3	158	0,6	
158,1	3	158,1	0,6	
158,2	3	158,2	0,6	
158,3	3	158,3	0,6	
158,4	3	158,4	0,6	
158,5	3	158,5	0,6	
158,6	3	158,6	0,6	
158,7	3	158,7	0,6	
158,8	3	158,8	0,6	
158,9	3	158,9	0,6	
159	3	159	0,6	
159,1	3	159,1	0,6	
159,2	3	159,2	0,6	
159,3	3	159,3	0,6	
159,4	3	159,4	0,6	
159,5	3	159,5	0,6	
159,6	3	159,6	0,6	
159,7	3	159,7	0,6	
159,8	3	159,8	0,6	
159,9	3	159,9	0,6	
160	3	160	0,6	
160,1	3	160,1	0,6	
160,2	3	160,2	0,6	
160,3	3	160,3	0,6	
160,4	3	160,4	0,6	
160,5	3	160,5	0,6	
160,6	3	160,6	0,6	
160,7	3	160,7	0,6	
160,8	3	160,8	0,6	
160,9	3	160,9	0,6	
161	3	161	0,6	
161,1	3	161,1	0,6	
161,2	3	161,2	0,6	
161,3	3	161,3	0,6	
161,4	3	161,4	0,6	
161,5	3	161,5	0,6	
161,6	3	161,6	0,6	
161,7	3	161,7	0,6	
161,8	3	161,8	0,6	
161,9	3	161,9	0,6	
162	3	162	0,6	
162,1	3	162,1	0,6	
162,2	3	162,2	0,6	
162,3	3	162,3	0,6	
162,4	3	162,4	0,6	
162,5	3	162,5	0,6	
162,6	3	162,6	0,6	
162,7	3	162,7	0,6	
162,8	3	162,8	0,6	
162,9	3	162,9	0,6	
163	3	163	0,6	
163,1	3	163,1	0,6	
163,2	3	163,2	0,6	
163,3	3	163,3	0,6	
163,4	3	163,4	0,6	
163,5	3	163,5	0,6	
163,6	3	163,6	0,6	
163,7	3	163,7	0,6	
163,8	3	163,8	0,6	
163,9	3	163,9	0,6	
164	3	164	0,6	
164,1	3	164,1	0,6	
164,2	3	164,2	0,6	
164,3	3	164,3	0,6	
164,4	3	164,4	0,6	
164,5	3	164,5	0,6	
164,6	3	164,6	0,6	
164,7	3	164,7	0,6	
164,8	3	164,8	0,6	
164,9	3	164,9	0,6	
165	3	165	0,6	
165,1	3	165,1	0,6	
165,2	3	165,2	0,6	
165,3	3	165,3	0,6	
165,4	3	165,4	0,6	
165,5	3	165,5	0,6	
165,6	3	165,6	0,6	
165,7	3	165,7	0,6	
165,8	3	165,8	0,6	
165,9	3	165,9	0,6	
166	3	166	0,6	
166,1	3	166,1	0,6	
166,2	3	166,2	0,6	
166,3	3	166,3	0,6	
166,4	3	166,4	0,6	
166,5	3	166,5	0,6	
166,6	3	166,6	0,6	
166,7	3	166,7	0,6	
166,8	3	166,8	0,6	
166,9	3	166,9	0,6	
167	3	167	0,6	
167,1	3	167,1	0,6	
167,2	3	167,2	0,6	
167,3	3	167,3	0,6	
167,4	3	167,4	0,6	
167,5	3	167,5	0,6	
167,6	3	167,6	0,6	
167,7	3	167,7	0,6	
167,8	3	167,8	0,6	
167,9	3	167,9	0,6	
168	3	168	0,6	
168,1	3	168,1	0,6	
168,2	3	168,2	0,6	
168,3	3	168,3	0,6	
168,4	3	168,4	0,6	
168,5	3	168,5	0,6	
168,6	3	168,6	0,6	
168,7	3	168,7	0,6	
168,8	3	168,8	0,6	
168,9	3	168,9	0,6	
169	3	169	0,6	
169,1	3	169,1	0,6	
169,2	3	169,2	0,6	
169,3	3	169,3	0,6	
169,4	3	169,4	0,6	
169,5	3	169,5	0,6	
169,6	3	169,6	0,6	
169,7	3	169,7	0,6	
169,8	3	169,8	0,6	
169,9	3	169,9	0,6	
170	3	170	0,6	
170,1	3	170,1	0,6	
170,2	3	170,2	0,6	
170,3	3	170,3	0,6	
170,4	3	170,4	0,6	
170,5	3	170,5	0,6	
170,6	3	170,6	0,6	
170,7	3	170,7	0,6	
170,8	3	170,8	0,6	
170,9	3	170,9	0,6	
171	3	171	0,6	
171,1	3	171,1	0,6	
171,2	3	171,2	0,6	
171,3	3	171,3	0,6	
171,4	3	171,4	0,6	
171,5	3	171,5	0,6	
171,6	3	171,6	0,6	
171,7	3	171,7	0,6	
171,8	3	171,8	0,6	
171,9	3	171,9	0,6	
172	3	172	0,6	
172,1	3	172,1	0,6	
172,2	3	172,2	0,6	
172,3	3	172,3	0,6	
172,4	3	172,4	0,6	
172,5	3	172,5	0,6	
172,6	3	172,6	0,6	
172,7	3	172,7	0,6	
172,8	3	172,8	0,6	
172,9	3	172,9	0,6	
173	3	173	0,6	
173,1	3	173,1	0,6	
173,2	3	173,2	0,6	
173,3	3	173,3	0,6	
173,4	3	173,4	0,6	
173,5	3	173,5	0,6	
173,6	3	173,6	0,6	
173,7	3	173,7	0,6	
173,8	3	173,8	0,6	
173,9	3	173,9	0,6	
174	3	174	0,6	
174,1	3	174,1	0,6	
174,2	3	174,2	0,6	
174,3	3	174,3	0,6	
174,4	3	174,4	0,6	
174,5	3	174,5	0,6	
174,6	3	174,6	0,6	
174,7	3	174,7	0,6	
174,8	3	174,8	0,6	
174,9	3	174,9	0,6	
175	3	175	0,6	
175,1	3	175,1	0,6	
175,2	3	175,2	0,6	
175,3	3	175,3	0,6	
175,4	3	175,4	0,6	
175,5	3	175,5	0,6	
175,6	3	175,6	0,6	
175,7	3	175,7	0,6	
175,8	3	175,8	0,6	
175,9	3	175,9	0,6	
176	3	176	0,6	
176,1	3	176,1	0,6	
176,2	3	176,2	0,6	
176,3	3	176,3	0,6	
176,4	3	176,4	0,6	
176,5	3	176,5	0,6	
176,6	3	176,6	0,6	
176,7	3	176,7	0,6	
176,8	3	176,8	0,6	
176,9	3	176,9	0,6	
177	3	177	0,6	
177,1	3	177,1	0,6	
177,2	3	177,2	0,6	
177,3	3	177,3	0,6	
177,4	3	177,4	0,6	
177,5	3	177,5	0,6	
177,6	3	177,6	0,6	
177,7	3	177,7	0,6	
177,8	3	177,8	0,6	
177,9	3	177,9	0,6	
178	3	178	0,6	
178,1	3	178,1	0,6	
178,2	3	178,2	0,6	
178,3	3	178,3	0,6	
178,4	3	178,4	0,6	
178,5	3	178,5	0,6	
178,6	3	178,6	0,6	
178,7	3	178,7	0,6	
178,8	3	178,8	0,6	
178,9	3	178,9	0,6	
179	3	179	0,6	
179,1	3	179,1	0,6	
179,2	3	179,2	0,6	
179,3	3	179,3	0,6	
179,4	3	179,4	0,6	
179,5	3	179,5	0,6	
179,6	3	179,6	0,6	
179,7	3	179,7	0,6	
179,8	3	179,8	0,6	
179,9	3	179,9	0,6	
180	7	180	0,6	
